InvoiceNo,StockCode,Description,Category,Quantity,UnitPrice,InvoiceDate,CustomerID,Age,Gender,Country,SalesRep,ReturnFlag,Total
INV194733,P0107,Product 107,home decor,9,521.42,45252,C002917,23,Male,Inda,SR004,0,4692.78
INV197642,P0133,Product 133,Grocery,6,199.75,07-01-2023 14:03,C002594,49,Male,USA,SR004,0,1198.5
INV164816,P0062,Product 62,Health,1,521.88,02-11-2023 23:40,C002778,30,Female,Canada,SR015,0,521.88
INV117655,P0064,Product 64,home decor,1,934.36,10-10-2023 21:03,C004900,23,Female,UK,SR015,0,934.36
INV136172,P0190,Product 190,GROCERY,5,781.07,45244,C001666,23,Female,U S A,SR005,0,3905.35
INV135486,P0135,Product 135,Health,9,812.14,23-11-2023 22:10,484,45,Male,Germny,SR018,0,7309.26
INV114374,P0166,Product 166,Fashion,3,128.22,44953,C000668,18,Male,Germny,SR010,0,384.66
INV13011,P0018,Product 18,Toyz,3,381.33,26-01-2023 15:27,C003724,44,F,Frnace,SR009,0,1143.99
INV104191,P0129,Product 129,home decor,8,534.32,45166,C000859,62,Female,Canad,SR007,0,4274.56
INV124217,P0040,Product 40,Toyz,5,700.71,06-02-2023 08:23,C000885 ,68,Female,India,SR006,0,3503.55
INV160007,P0094,Product 94,Home Decor,4,127.93,44987,C003373,44,Female,France,SR018,0,511.72
INV185447,P0133,Product 133,Grocery,1,144.96,23-11-2023 10:10,C004001,50,Female,U S A,SR007,0,144.96
INV119800,P0090,Product 90,Fashon,9,364.98,29-06-2023 06:00,C004932,64,MALE,Canad,SR008,0,3284.82
INV158617,P0187,Product 187,Home Decor,6,$627.25,15-10-2023 21:14,C001492,32,Male,Untied States,SR013,0,3763.5
INV120775,P0065,Product 65,Electronics,1,51.89,45111,2232,66,Male,Canada,SR018,0,51.89
INV197476,P0128,Product 128,Electronics,7,390.2,19-07-2023 17:06,C002653,5,Female,Untied States,SR018,0,2731.4
INV160240,P0009,Product 9,Automotive,4,388.15,09-11-2023 07:46,,57,Male,Untied States,SR001,0,1552.6
INV178676,P0007,Product 7,electronisc,2,527.39,45133,C002965,37,Male,Australia,SR003,0,1054.78
INV11213,P0021,Product 21,beauty ,7,298.79,24-05-2023 10:25,C003627,46,MALE,Australia,SR003,0,2091.53
INV121400,P0130,Product 130,Health,1,491.43,26-11-2023 04:10,C003028 ,29,Female,Uk,SR012,0,491.43
INV174322,P0193,Product 193,Electronics,9,128.86,45145,C001490,59,Female,UK,SR005,0,1159.74
INV170527,P0107,,home decor,4,84.82,45240,C000706,56,Female,USA,SR012,0,339.28
INV132575,P0022,Product 22,beauty ,8,7.38,45031,C003049,,Male,Uk,SR007,0,59.04
INV128583,P0082,Product 82,Health,9,526.57,29-01-2023 06:27,C002490,68,Male,Australia,SR016,0,4739.13
INV192639,P0085,Product 85,Fashion,2,412.1,21-07-2023 23:31,C002935,52,Male,USA,SR002,1,824.2
INV187399,P0004,Product 4,Automotive,8,307.5,20-06-2023 05:10,C003841,64,Female,France,SR015,0,2460
INV164752,P0094,Product 94,Home Decor ,4,103.66,11-12-2023 22:33,C000014,55,Female,Canada,SR017,1,414.64
INV149131,P0159,Product 159,Fashon,8,196.86,22-04-2023 05:54,C002959,24,Female,Canada,SR011,,1574.88
INV163748,P0039,Product 39,SPORTS,3,$611.42,44986,C003957,61,Female,Canada,SR012,0,1834.26
INV134743,P0018,Product 18,Toyz,4,265.41,07-07-2023 11:42,C003744,69,Male,Untied States,SR001,0,1061.64
INV163634,P0102,Product 102,TOYS,4,642.86,06-05-2023 23:11,C004075,23,Male,Canada,SR020,0,2571.44
INV171725,P0143,Product 143,Toyz,2,184.04,29-10-2023 19:07,C001811,59,M,Australia,SR014,0,368.08
INV145819,P0035,Product 35,Fashon,7,135.01,22-07-2023 15:00,C001153,37,Female,Canad,SR015,0,945.07
INV180388,P0184,Product 184,Electronics,9,874.55,45069,C004226,23,Female,UK,SR006,0,7870.95
INV143137,P0054,Product 54,beauty ,1,489.68,23-11-2023 12:39,C000635,,Male,Australia,SR010,0,489.68
INV119474,P0131,Product 131,Home Decor,8,422.89,09-05-2023 20:17,C000555,56,Female,Frnace,SR010,0,3383.12
INV121048,P0085,Product 85,Fashion,3,790.76,16-07-2023 01:19,C002436,69,Male,U S A,SR009,0,2372.28
INV108387,P0164,Product 164 ***,Grocery ,7,872.69,09-02-2023 21:36,C002744,46,Male,India,SR003,0,6108.83
INV160532,P0169,Product 169,GROCERY,2,89.4,27-03-2023 21:32,C003051,69,,Frnace,SR002,0,178.8
INV189359,P0091,Product 91,Automotive ,8,695.91,03-07-2023 22:21,C004513,57,Female,Germany,SR019,0,5567.28
INV107574,P0161,Product 161,Sports,7,661.11,02-08-2023 00:02,3610,68,Female,Austalia,SR015,0,4627.77
INV176997,P0197,Product 197,Beauty,2,27.73,27-03-2023 06:57,C004331,51,Female,Untied States,SR007,0,55.46
INV152936,P0066,Product 66,Toys,3,264.95,04-12-2023 05:40,C003297,47,Female,Germny,SR012,0,794.85
INV142537,P0090,Product 90,Fashon,9,280.88,23-02-2023 02:47,C000643,38,Male,France,SR014,0,2527.92
INV119386,P0087,Product 87,GROCERY,8,747.56,11-09-2023 06:20,C000199,22,Male,Inda,SR001,0,5980.48
INV138237,P0147,Product 147,Home Decor,2,618.69,09-07-2023 22:49,C003003,58,Female,Uk,SR017,0,1237.38
INV187375,P0087,Product 87,GROCERY,7,912.25,23-07-2023 06:03,C000261,54,Male,UK,SR011,0,6385.75
INV123414,P0121,Product 121,home decor,7,711.7,14-06-2023 01:12,C003678,41,Male,Untied States,SR018,0,4981.9
INV144370,P0179,Product 179,Health,2,$667.07,12-09-2023 22:39,C002731,32,,Australia,SR020,0,1334.14
INV190115,P0137,Product 137,Electronics ,6,523.89,04-02-2023 01:11,3828,55,Male,Untied States,SR004,0,3143.34
INV196885,P0089,Product 89,Home Decor,6,514.5,26-09-2023 07:58,C004623,29,Male,Canad,SR015,0,3087
INV125921,P0181,Product 181,Automotive,1,678.97,01-03-2023 12:14,C002369,62,Male,Canad,SR007,0,678.97
INV121653,P0056,Product 56,SPORTS,4,$225.23,44992,C000502,50,Female,Untied States,SR009,0,900.92
INV127355,P0081,Product 81,Toys,6,$655.56,27-12-2023 01:14,C000624,21,F,India,SR015,0,3933.36
INV104495,P0184,Product 184,Electronics,1,875.47,45066,C004563,50,Male,USA,SR016,0,875.47
INV191602,P0018,Product 18,Toyz,9,940.32,26-08-2023 21:50,C002687,61,Male,Untied States,SR004,0,8462.88
INV142844,P0200,Product 200,Home Decor,8,496,19-11-2023 07:02,C004491,20,Male,Australia,SR003,0,3968
INV198898,P0009,Product 9  [refurbished],Automotive,4,252.09,45266,C004345,62,Male,Germny,SR011,0,1008.36
INV129455,P0146,Product 146,Fashion,3,$107.48,"Jun 06, 2023 04:10 PM",C000832,67,Female,Germny,SR001,0,322.44
INV153408,P0114,Product 114,beauty ,6,978.31,05-01-2023 03:46,C000829 ,66,Female,Canada,SR014,0,5869.86
INV154775,P0123,Product 123,Fashon,9,990.46,28-02-2023 18:59,C003688 ,53,Male,Uk,SR011,0,8914.14
INV156631,P0055,Product 55,Automotive,5,863.38,"May 21, 2023 08:14 AM",C000491,35,Female,Austalia,SR019,0,4316.9
INV168101,P0138,Product 138,Books,4,60.15,27-03-2023 23:03,C002947,26,Female,France,SR018,0,240.6
INV142633,P0160,Product 160,Grocery,1 units,169.7,08-09-2023 16:15,C003021,5,Female,France,SR016,0,169.7
INV175233,P0186,Product 186,Books,4,737.13,06-01-2023 17:50,,47,Female,Frnace,SR008,0,2948.52
INV146931,P0182,Product 182,Toys,3,905.75,05-12-2023 09:17,C001129,35,Male,Untied States,SR012,0,2717.25
INV108573,P0083,Product 83,Automotive,3,533.51,"May 26, 2023 06:58 PM",C003243,40,Male,USA,SR017,0,1600.53
INV148233,P0074,Product 74,Home Decor ,3,703.1,10-01-2023 07:26,C001882,57,Male,U S A,SR017,0,2109.3
INV177686,P0001,Product 1,Toys,2,694.93,02-07-2023 09:44,C001115,200,Female,India,SR001,0,1389.86
INV151510,P0188,Product 188,TOYS,4,455.8,45208,C004185,27,Male,Canada,SR018,0,1823.2
INV125274,P0065,Product 65,Electronics,4,443.96,03-04-2023 11:45,C001999,69,Female,Uk,SR006,0,1775.84
INV133760,P0056,Product 56,SPORTS,7,620.64,25-08-2023 16:53,,42,Female,France,SR011,0,4344.48
INV131192,P0054,Product 54,beauty ,4,416.07,"May 05, 2023 02:15 PM",C002402,,Female,Canad,SR007,0,1664.28
INV139800,P0077,Product 77,Beauty,1,468.36,25-10-2023 12:07,C002907,23,Male,Uk,SR009,0,468.36
INV191876,P0094,Product 94,Home Decor,7 units,791.29,19-02-2023 20:16,C002705,25,Female,Uk,SR013,0,5539.03
INV131031,P0029,Product 29,Sports,5,118.78,13-05-2023 03:41,3353,38,Fem,Canada,SR015,0,593.9
INV134995,P0002,Product 2,beauty ,5,$277.10,05-11-2023 20:32,,22,Male,Uk,SR014,0,1385.5
INV156913,P0024,Product 24,Home Decor,1,360.28,24-01-2023 07:35,C004781,56,Male,Canad,SR003,0,360.28
INV190691,P0003,Product 3,electronisc,5,33.03,13-04-2023 06:34,C000066,36,Male,Australia,SR016,0,165.15
INV155138,P0063,Product 63,beauty ,7,9.03,09-01-2023 16:52,C003484,68,Female,Canada,SR009,0,63.21
INV150791,P0094,Product 94,Home Decor,-4,412.25,16-11-2023 16:46,C004609,34,Female,Untied States,SR019,1,-1649
INV164675,P0149,,Beauty,-1,952.95,29-01-2023 16:06,C002401,47,Female,Uk,SR018,1,-952.95
INV102525,P0017,Product 17,Fashon,1,786.97,13-06-2023 03:44,C003922,36,Female,UK,SR004,0,786.97
INV148672,P0031,Product 31,Health,1,$576.15,22-03-2023 16:35,C004074,200,Female,USA,SR001,0,576.15
INV123555,P0064,Product 64,home decor,8,873.87,45284,C003944 ,50,Male,India,SR011,0,6990.96
INV145745,P0132,Product 132,Toys,2,223.43,20-09-2023 02:41,C004830,20,Female,Inda,SR009,0,446.86
INV147300,P0191,Product 191,Toyz,9,388.56,13-10-2023 18:48,C003921,60,Male,U S A,SR004,0,3497.04
INV178218,P0074,Product 74,Home Decor,4,886.17,23-10-2023 13:26,C002740,50,Female,Untied States,SR005,0,3544.68
INV198374,P0150,Product 150,Toyz,2 units,44.31,24-01-2023 22:52,C001297,41,Female,U S A,SR002,Y,88.62
INV173032,P0036,Product 36,Automotive,9,885.49,28-07-2023 16:25,C000856,,male,UK,SR009,0,7969.41
INV124805,P0147,Product 147,Home Decor,1 units,936.39,13-03-2023 12:39,C000822,28,Male,Uk,SR007,0,936.39
INV112258,P0014,Product 14,Fashion,1,498.62,29-05-2023 03:47,C004130,58,M,Canad,SR008,0,498.62
INV187266,P0094,Product 94,HOME DECOR,3 units,158.61,14-02-2023 00:24,C002453,49,Male,Frnace,SR015,0,475.83
INV143561,P0114,Product 114,beauty ,9,375.18,17-04-2023 23:09,C000085 ,52,Female,Uk,SR012,0,3376.62
INV139143,P0171,Product 171,Electronics,8,115.71,13-03-2023 13:47,C002733,40,Male,U S A,SR009,0,925.68
INV124712,P0194,Product 194,GROCERY,2,924.73,24-03-2023 02:19,C002866,65,Female,Frnace,SR007,0,1849.46
INV129473,P0050,Product 50,Books,3,734.41,12-01-2023 08:18,C002931,47,Female,India,SR018,0,2203.23
INV107302,P0085,Product 85,Fashion,1,626.14,25-08-2023 19:32,C004031,64,Male,Australia,SR019,0,626.14
INV103928,P0021,Product 21,beauty ,8,387.45,26-06-2023 15:08,C000170,57,Female,Germany,SR016,0,3099.6
INV191163,P0016,Product 16,Fashon,9,157.82,12-08-2023 02:22,C000986,40,Female,U S A,SR010,0,1420.38
INV111869,P0009,Product 9,Automotive,6,604.9,30-04-2023 22:18,C003231,29,Female,UK,SR013,0,3629.4
INV182277,P0124,Product 124,Fashon,7,612.16,10-10-2023 07:42,3473,53,Female,Canad,SR007,0,4285.12
INV109607,P0020,Product 20,GROCERY,5,368.02,24-04-2023 23:39,,27,Male,Inda,SR002,0,1840.1
INV107162,P0120,Product 120,Books,6,720.2,02-12-2023 14:46,C000672,,Female,Austalia,SR014,0,4321.2
INV160219,P0046,Product 46,Books,6,499.36,01-05-2023 20:54,C001818 ,30,Female,U S A,SR005,0,2996.16
INV128207,P0179,Product 179,Health,4,520.76,09-08-2023 02:49,C000687,24,Male,Canad,SR014,0,2083.04
INV140357,P0115,Product 115,electronisc,8,410.2,"Mar 11, 2023 11:32 AM",C001517,49,Male,Frnace,SR002,0,3281.6
INV173268,P0059,Product 59,home decor,9,595.96,11-01-2023 06:39,,25,Female,U S A,SR015,0,5363.64
INV118328,P0033,Product 33,beauty ,4,919.34,09-02-2023 11:36,C000613,,Male,Inda,SR011,0,"$3,677.36 USD"
INV154460,P0091,Product 91,Automotive,1,318.72,16-02-2023 15:18,C001255,52,Male,Uk,SR010,,318.72
INV169803,P0195,Product 195,Fashon,-4,847.76,"Aug 16, 2023 11:35 AM",C003433,,Male,France,SR007,1,-3391.04
INV194440,P0154,Product 154,Fashion,8,359.65,10-07-2023 21:04,C002865,37,Female,Germany,SR009,0,2877.2
INV111936,P0076,Product 76,Electronics,8 units,603.44,10-12-2023 17:30,C000933 ,19,Female,Uk,SR003,0,4827.52
INV196855,P0097,Product 97,SPORTS,7,200.75,05-07-2023 00:54,C003900,48,Male,Inda,SR002,0,1405.25
INV170333,P0173,Product 173,Grocery,7,646.3,16-03-2023 16:19,C000754,26,Female,Frnace,SR014,0,4524.1
INV102480,P0076,Product 76,Electronics,4 units,767.47,14-03-2023 17:25,C004411,39,Male,Untied States,SR015,0,3069.88
INV188087,P0148,Product 148,Toyz,2,469.78,29-03-2023 16:39,C001144,64,Male,USA,SR005,0,939.56
INV193180,P0030,Product 30,SPORTS,5,461.3,44949,C003517,,Female,France,SR010,0,2306.5
INV146982,P0124,Product 124,Fashon,7,405.92,27-08-2023 00:46,2409,24,Male,Austalia,SR001,0,2841.44
INV136429,P0063,Product 63,beauty ,9,$814.23,09-06-2023 12:02,C003748,66,Male,USA,SR014,0,7328.07
INV133425,P0122,Product 122,Grocery,8,$37.88,45056,C002039,33,Female,Germny,SR018,0,303.04
INV177570,P0088,Product 88,Beauty,9,580.83,45223,C004485,26,Female,Untied States,SR018,,5227.47
INV103383,P0125,,electronisc,9,158.5,09-05-2023 12:44,C001360,40,female,UK,SR019,0,1426.5
INV102976,P0129,Product 129,home decor ,1,$636.25,25-06-2023 04:38,C000818,54,Male,Uk,SR018,0,636.25
INV166724,P0132,Product 132,Toys,5,204.68,"May 01, 2023 02:13 AM",,48,Male,Germny,SR019,0,1023.4
INV150680,P0005,Product 5,Toys,5,319.28,19-09-2023 22:53,C002783,59,Female,India,SR020,0,1596.4
INV157346,P0123,Product 123,Fashon,9,659.86,04-02-2023 05:42,C003477 ,64,Male,Inda,SR006,0,5938.74
INV175224,P0015,Product 15,Electronics,5,467.5,20-12-2023 23:39,C003048,38,Male,Inda,SR004,0,2337.5
INV171479,P0069,Product 69,Fashon,2,30.21,18-01-2023 07:01,C003710,43,Male,Austalia,SR005,0,60.42
INV114103,P0132,Product 132,Toys,7,913.43 USD,04-10-2023 17:14,C001649,19,Male,Canada,SR013,0,6394.01
INV108173,P0117,Product 117 ###,home decor,1 units,575.98,09-03-2023 20:16,C000218,22,Male,Germny,SR007,0,575.98
INV139546,P0008,Product 8,Sports,5,853.08,17-07-2023 22:31,C002978,22,Male,UK,SR001,0,4265.4
INV139316,P0042,Product 42,Automotive,9,404.61,16-10-2023 18:03,,18,Male,Canada,SR005,0,3641.49
INV155744,P0143,Product 143,Toyz,6,718.88,21-09-2023 18:43,C002398,35,Male,U S A,SR016,0,4313.28
INV179491,P0045,Product 45,Grocery,6,387.49,45173,,44,Male,USA,SR009,0,2324.94
INV126401,P0109,Product 109,TOYZ,-4,413.87,31-03-2023 14:07,C003032,55,Female,Canada,SR016,1,-1655.48
INV107755,P0028,Product 28,Toys,9,242.68,21-08-2023 14:37,C001096,67,Male,Austalia,SR010,0,2184.12
INV165139,P0183,Product 183,Automotive,8,662.98,21-04-2023 00:35,C000080,41,Female,Australia,SR004,0,5303.84
INV108623,P0184,Product 184,Electronics,6 units,185.54,31-07-2023 23:06,C003719,28,Female,India,SR015,0,1113.24
INV140295,P0024,Product 24,Home Decor,5,433.3,07-08-2023 22:02,C004597,36,Female,Canad,SR004,0,2166.5
INV106741,P0112,Product 112 ###,TOYS,7,823.77,04-01-2023 22:21,C004133,61,Male,Canad,SR010,0,5766.39
INV138017,P0190,Product 190,GROCERY,8,514.43,22-09-2023 17:11,C003431,30,Female,Frnace,SR014,0,4115.44
INV123668,P0156,Product 156,Electronics,9,507.79,45086,C000667,53,Male,Canad,SR008,0,4570.11
INV170774,P0081,Product 81,Toys,3,451.62,"Apr 05, 2023 10:12 PM",C000071,61,Female,Germany,SR017,0,1354.86
INV146451,P0133,Product 133,Grocery,9,575.47,06-09-2023 16:26,C002097,43,Male,Austalia,SR004,0,5179.23
INV120921,P0066,Product 66,Toys,7,70.07,03-04-2023 20:03,C001039,24,Female,Germany,SR006,0,490.49
INV121778,P0060,Product 60,beauty ,5,485.2,22-11-2023 13:40,C004625,20,Male,Germny,SR016,0,2426
INV172790,P0054,Product 54,beauty ,1,405.52,22-02-2023 03:59,C001076,67,Female,France,SR016,0,405.52
INV115184,P0041,Product 41,Sports,2,513,06-06-2023 05:06,C001220,24,Male,UK,SR004,0,1026
INV109327,P0159,Product 159,Fashon,9,488.52,09-05-2023 09:26,C000012,25,Female,Canad,SR019,0,4396.68
INV191125,P0101,Product 101,SPORTS,3,545.94,"Mar 31, 2023 02:25 PM",C001635,51,Female,U S A,SR019,0,1637.82
INV169675,P0103,Product 103,Health,4,948.81,05-02-2023 07:52,C003131,33,Female,Austalia,SR011,0,3795.24
INV115750,P0031,Product 31,Health,1,33.92,44937,C000630,20,Male,U S A,SR016,0,33.92
INV167558,P0192,Product 192,Fashion,2 units,897.09,03-10-2023 17:23,C002285,,Male,Untied States,SR013,0,1794.18
INV183406,P0174,Product 174,GROCERY,7,271.03,17-03-2023 02:39,C000937,68,Female,Australia,SR014,0,1897.21
INV138277,P0069,Product 69,Fashon,8,308.8,13-10-2023 02:47,C000111,34,Male,Australia,SR015,0,2470.4
INV189055,P0115,Product 115,electronisc ,5 units,743.83,05-10-2023 13:31,C003269,20,Female,Untied States,SR009,0,3719.15
INV190969,P0165,Product 165,BEAUTY,5,680.36,09-10-2023 07:19,C003735 ,64,Male,Inda,SR015,0,3401.8
INV188076,P0086,Product 86,Electronics,5,802.63,07-12-2023 06:44,C000314,40,Male,USA,SR003,0,4013.15
INV172896,P0142,Product 142,Toyz,1,927.52,17-04-2023 23:49,C004964,66,Male,Inda,SR005,0,927.52
INV100168,P0128,Product 128,Electronics,4,609.49,26-10-2023 08:13,C002239,39,Female,France,SR016,0,2437.96
INV175115,P0007,Product 7  [refurbished],electronisc,5,$441.09,44944,C000105,40,Female,Austalia,SR020,0,2205.45
INV176640,P0049,Product 49,Fashion,8,804.51,11-06-2023 17:54,C001317,64,Female,Frnace,SR019,0,6436.08
INV197497,P0124,Product 124,Fashon,1,119.12,14-08-2023 10:07,C000790,37,Female,Germny,SR001,0,119.12
INV141076,P0144,Product 144,Fashon,9,119.54,08-03-2023 10:58,C000539,31,Female,France,SR008,0,1075.86
INV174719,P0167,Product 167,Grocery,6,767.55,03-05-2023 13:50,C000935,48,Female,Germany,SR011,0,4605.3
INV188273,P0158,Product 158,Fashion,9,734.04 USD,13-08-2023 20:42,C004050,29,Female,Germany,SR005,0,6606.36
INV150095,P0153,Product 153,Fashion,5 units,384.37,06-10-2023 22:19,C002773,44,,Canad,SR003,0,1921.85
INV141803,P0093,Product 93,Electronics ,1,437.65,02-09-2023 12:04,C002639,48,Male,U S A,SR015,0,437.65
INV137254,P0087,Product 87,GROCERY,2,805.67,02-03-2023 14:14,C004900,23,Female,Inda,SR011,0,1611.34
INV124928,P0064,Product 64,home decor,9,369.05,14-12-2023 00:39,C003114,18,Male,India,SR009,0,3321.45
INV144316,P0121,Product 121,home decor,9,690.9,13-06-2023 04:16,C001962,31,Male,Australia,SR009,0,6218.1
INV110893,P0026,Product 26,Toys,3,452.37,44928,C002890,62,Female,Canad,SR006,0,1357.11
INV194692,P0103,Product 103,Health,3,948.18,23-04-2023 11:51,C000302,26,Female,Canada,SR003,0,2844.54
INV104216,P0147,Product 147,Home Decor,3,89.68,45158,C002435,63,Female,Inda,SR018,0,269.04
INV194009,P0041,Product 41,Home decors,4,960.81,21-04-2023 13:00,C001832,23,Male,India,SR016,1,3843.24
INV124652,P0110,Product 110 ***,Sports,4,284.55,45088,C002619,69,Male,USA,SR020,0,1138.2
INV107061,P0197,Product 197,Beauty,5,521.57,28-06-2023 16:25,C004222,40,Female,Austalia,SR008,0,2607.85
INV115551,P0197,Product 197,Beauty,3,117.81,21-05-2023 20:28,2204,26,Female,U S A,SR018,0,353.43
INV148417,P0030,Product 30 ***,SPORTS,-2,220.91,12-04-2023 00:00,C002011,22,Female,Canada,SR011,1,-441.82
INV134752,P0052,Product 52,SPORTS,8,284.33,10-12-2023 06:37,C002874,56,Female,USA,SR014,0,2274.64
INV126149,P0045,Product 45,Grocery,8,18.56,31-08-2023 13:21,C004424,,Male,USA,SR017,0,148.48
INV107442,P0177,Product 177,Home Decor,3,185.86,08-05-2023 09:11,,,Male,Frnace,SR014,0,557.58
INV147662,P0097,Product 97,SPORTS,8,98.43,11-05-2023 14:46,2584,39,Female,Frnace,SR003,0,787.44
INV126555,P0054,Product 54,beauty ,9,644.88,03-03-2023 21:29,C004594,40,Male,U S A,SR004,0,5803.92
INV142089,P0151,Product 151,Toyz,8,$810.55,15-06-2023 16:28,C003198,28,Female,France,SR009,0,6484.4
INV191456,P0122,Product 122,Grocery,7,913,13-01-2023 09:48,C002219,36,male,U S A,SR006,0,6391
INV144044,P0058,Product 58,GROCERY,1 units,644.63,16-09-2023 01:21,C004877,40,Male,India,SR018,0,644.63
INV19184,P0104,Product 104,BEAUTY ,-2,609.44,10-01-2023 03:21,C000059,47,Female,Australia,SR013,1,-1218.88
INV150549,P0103,Product 103,HEALTH,9,314.57,"Aug 06, 2023 09:41 AM",C001854,37,M,U S A,SR008,0,"$2,831.13 USD"
INV12168,P0091,Product 91,Automotive,4,426.96,26-05-2023 06:59,C004927,45,Female,USA,SR002,0,1707.84
INV113398,P0031,Product 31,Health,7,332.42,45179,C000910,39,Female,Inda,SR001,0,2326.94
INV120012,P0169,Product 169,GROCERY,3,410.82,03-02-2023 16:50,C002479,48,Female,Australia,SR020,0,1232.46
INV188785,P0091,Product 91 ***,Automotive,1,613.27,27-05-2023 15:55,C002927,47,Female,Frnace,SR008,0,613.27
INV135311,P0063,Product 63,beauty ,4,242.41,24-07-2023 20:00,C001687,34,Female,UK,SR015,0,969.64
INV153842,P0057,Product 57,Automotive,6 units,25.59,05-07-2023 08:18,C004133,61,Male,Canad,SR013,0,153.54
INV191851,P0140,Product 140  - damaged,beauty ,7,177.32,26-06-2023 23:53,C002772,5,Male,Canad,SR007,0,1241.24
INV123005,P0178,Product 178,TOYS,4,984.53,07-08-2023 00:11,C003492,19,Male,India,SR018,0,3938.12
INV197735,P0022,,beauty ,3,482.29,24-09-2023 03:48,C004006,62,Female,Uk,SR015,0,1446.87
INV166038,P0036,,Automotive,9,800.28,06-05-2023 16:16,C002768,42,Female,Germany,SR010,0,7202.52
INV161586,P0184,Product 184,Electronics,-4,$627.88,07-11-2023 22:58,C002932,39,Female,USA,SR014,1,-2511.52
INV174081,P0166,Product 166,Fashion,1,890.98,05-12-2023 05:09,C004689,66,Male,U S A,SR011,0,890.98
INV195494,P0016,Product 16,FASHON,5 units,263.31,27-01-2023 23:35,,19,Male,India,SR019,0,1316.55
INV103742,P0154,Product 154,Fashion,2,900.22,01-06-2023 05:07,C000652,66,Female,U S A,SR011,0,1800.44
INV150110,P0062,Product 62,Health,3,292.01,05-06-2023 13:46,C002846,53,M,Frnace,SR013,0,876.03
INV142945,P0130,Product 130,Health,1,56.09,10-12-2023 21:14,C001014,24,Male,France,SR008,0,56.09
INV127327,P0169,Product 169,GROCERY,1,466.85,31-10-2023 13:05,C001527,50,Female,Austalia,SR015,0,466.85
INV131446,P0156,Product 156,Electronics,7,934.98,08-01-2023 07:08,,54,Male,Germny,SR012,,6544.86
INV144779,P0084,Product 84,Fashon,6,248.2,16-05-2023 23:32,C002720,46,Male,Frnace,SR018,0,1489.2
INV141731,P0073,,AUTOMOTIVE,1 units,605.74,"Apr 20, 2023 04:03 AM",C001984,51,,Inda,SR004,0,605.74
INV118109,P0101,Product 101,SPORTS,3,858.45,06-03-2023 11:34,C003392,46,Female,Uk,SR020,0,2575.35
INV153519,P0155,Product 155,Fashon,6,526.28,21-09-2023 06:28,C001041,37,Female,USA,SR020,0,3157.68
